,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
0,1,Lung,-,-,-,-,-,3,4,12,21,39,54,61,45,111,165,200,216,209,"1,140",24.7,,,,
1,2,Colorectum,-,-,-,-,1,2,4,9,12,35,30,35,34,63,112,93,110,145,685,14.9,,,,
2,3,Breast,-,-,-,-,1,1,13,18,34,48,63,48,35,48,35,29,39,42,454,9.9,,,,
3,4,Liver,-,-,-,-,1,-,1,6,7,14,21,14,20,42,68,49,50,48,341,7.4,,,,
4,5,Stomach,-,-,-,-,-,2,-,8,12,13,11,14,12,29,26,32,45,63,267,5.8,,,,
5,6,Pancreas,-,-,-,-,-,-,1,3,1,8,8,10,7,20,27,27,31,25,168,3.6,,,,
6,7,Ovary and peritoneum,-,-,-,-,-,1,2,2,11,12,13,14,5,13,25,19,11,14,142,3.1,,,,
7,8,Cervix,-,-,-,-,-,-,1,5,11,7,15,15,6,8,23,13,17,7,128,2.8,,,,
8,9,Non-Hodgkin lymphoma,-,-,-,-,-,3,3,3,3,4,4,5,9,9,15,19,21,19,117,2.5,,,,
9,10,Leukaemia,1,1,1,-,2,4,3,5,5,4,5,6,2,11,16,13,9,14,102,2.2,,,,
10,11,Nasopharynx,-,-,-,-,2,2,1,3,10,12,19,9,3,9,10,3,8,2,93,2.0,,,,
11,12,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,-,-,-,1,1,6,4,12,9,12,25,19,89,1.9,,,,
12,13,Oesophagus,-,-,-,-,1,-,-,-,1,3,4,3,3,7,14,15,10,15,76,1.6,,,,
13,14,Kidney and other urinary organs except bladder,-,-,-,-,-,1,-,-,1,3,3,2,4,5,10,8,9,10,56,1.2,,,,
14,15,Bladder,-,-,-,-,-,-,-,-,1,-,2,2,2,2,2,10,9,17,47,1.0,,,,
15,15,Brain and other central nervous system,-,1,1,1,1,-,4,3,2,5,5,5,2,9,2,3,-,3,47,1.0,,,,
16,17,Bone and soft tissue,-,1,1,1,1,3,2,1,5,1,2,2,1,1,7,8,5,3,45,1.0,,,,
17,18,"Lip, oral cavity and pharynx except nasopharynx",-,-,-,-,-,-,1,1,1,2,1,2,2,5,6,8,5,10,44,1.0,,,,
18,19,Corpus uteri,-,-,-,-,-,-,1,-,1,1,8,2,-,8,9,6,3,4,43,0.9,,,,
19,19,Multiple myeloma,-,-,-,-,-,-,-,-,-,2,4,-,4,6,7,10,7,3,43,0.9,,,,
20,21,"Uterus, unspecified",-,-,-,-,-,-,-,-,2,4,5,3,4,2,4,3,4,3,34,0.7,,,,
21,22,Thyroid gland,-,-,-,-,-,-,-,-,-,1,-,-,2,1,3,5,4,6,22,0.5,,,,
22,23,"Vagina, vulva and other female genital",-,-,-,-,-,-,-,-,-,2,1,1,2,2,5,1,2,4,20,0.4,,,,
23,24,Melanoma of skin,-,-,-,-,-,-,-,-,1,2,3,2,1,-,2,-,2,3,16,0.3,,,,
24,25,Non-melanoma skin,-,-,-,-,-,-,1,-,-,-,-,-,-,3,-,2,4,4,14,0.3,,,,
25,26,Small intestine,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,2,2,4,11,0.2,,,,
26,27,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,-,-,1,-,-,-,1,-,4,-,-,1,7,0.2,,,,
27,28,Other endocrine glands,1,2,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,6,0.1,,,,
28,29,Thymus / other thoracic organs,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,1,2,5,0.1,,,,
29,30,Larynx,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,1,-,-,4,0.1,,,,
30,31,Hodgkin lymphoma,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,1,-,3,0.1,,,,
31,32,Mesothelioma,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0.0,,,,
32,32,Placenta,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,0.0,,,,
33,-,Other and unspecified,1,-,-,-,-,1,4,6,5,14,11,11,11,28,41,74,59,71,337,7.3,,,,
34,-,All sites,3,5,3,2,10,23,47,85,151,239,296,274,221,455,649,665,709,771,"4,608",100.0,,,,
0,,Lung,-,-,-,-,-,1.1,1.2,3.5,5.7,12.3,22.0,36.3,42.1,91.2,143.9,222.5,347.8,394.3,,,1,1.8,32.4,17.2
1,,Colorectum,-,-,-,-,0.4,0.8,1.2,2.6,3.2,11.0,12.2,20.8,31.8,51.8,97.6,103.4,177.1,273.6,,,2,1.2,19.5,10.7
2,,Breast,-,-,-,-,0.4,0.4,4.1,5.2,9.2,15.1,25.7,28.5,32.8,39.4,30.5,32.3,62.8,79.2,,,3,1.0,12.9,8.6
3,,Liver,-,-,-,-,0.4,-,0.3,1.7,1.9,4.4,8.6,8.3,18.7,34.5,59.3,54.5,80.5,90.6,,,4,0.7,9.7,5.7
4,,Stomach,-,-,-,-,-,0.8,-,2.3,3.2,4.1,4.5,8.3,11.2,23.8,22.7,35.6,72.5,118.9,,,5,0.4,7.6,4.1
5,,Pancreas,-,-,-,-,-,-,0.3,0.9,0.3,2.5,3.3,5.9,6.6,16.4,23.5,30.0,49.9,47.2,,,6,0.3,4.8,2.7
6,,Ovary and peritoneum,-,-,-,-,-,0.4,0.6,0.6,3.0,3.8,5.3,8.3,4.7,10.7,21.8,21.1,17.7,26.4,,,7,0.3,4.0,2.5
7,,Cervix,-,-,-,-,-,-,0.3,1.5,3.0,2.2,6.1,8.9,5.6,6.6,20.1,14.5,27.4,13.2,,,8,0.3,3.6,2.2
8,,Leukaemia,0.9,0.6,0.5,-,0.8,1.5,0.9,1.5,1.4,1.3,2.0,3.6,1.9,9.0,13.9,14.5,14.5,26.4,,,9,0.2,2.9,1.9
9,,Non-Hodgkin lymphoma,-,-,-,-,-,1.1,0.9,0.9,0.8,1.3,1.6,3.0,8.4,7.4,13.1,21.1,33.8,35.8,,,10,0.2,3.3,1.9
10,,Nasopharynx,-,-,-,-,0.8,0.8,0.3,0.9,2.7,3.8,7.8,5.4,2.8,7.4,8.7,3.3,12.9,3.8,,,11,0.2,2.6,1.8
11,,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,-,-,-,0.3,0.4,3.6,3.7,9.9,7.8,13.3,40.3,35.8,,,12,0.1,2.5,1.3
12,,Oesophagus,-,-,-,-,0.4,-,-,-,0.3,0.9,1.6,1.8,2.8,5.8,12.2,16.7,16.1,28.3,,,13,0.1,2.2,1.2
13,,Brain and other central nervous system,-,0.6,0.5,0.5,0.4,-,1.2,0.9,0.5,1.6,2.0,3.0,1.9,7.4,1.7,3.3,-,5.7,,,14,0.1,1.3,1.0
14,,Kidney and other urinary organs except bladder,-,-,-,-,-,0.4,-,-,0.3,0.9,1.2,1.2,3.7,4.1,8.7,8.9,14.5,18.9,,,15,0.1,1.6,0.9
15,,Bone and soft tissue,-,0.6,0.5,0.5,0.4,1.1,0.6,0.3,1.4,0.3,0.8,1.2,0.9,0.8,6.1,8.9,8.1,5.7,,,16,0.1,1.3,0.9
16,,Corpus uteri,-,-,-,-,-,-,0.3,-,0.3,0.3,3.3,1.2,-,6.6,7.8,6.7,4.8,7.5,,,17,0.1,1.2,0.7
17,,Multiple myeloma,-,-,-,-,-,-,-,-,-,0.6,1.6,-,3.7,4.9,6.1,11.1,11.3,5.7,,,18,0.1,1.2,0.7
18,,"Lip, oral cavity and pharynx except nasopharynx",-,-,-,-,-,-,0.3,0.3,0.3,0.6,0.4,1.2,1.9,4.1,5.2,8.9,8.1,18.9,,,19,0.1,1.3,0.7
19,,"Uterus, unspecified",-,-,-,-,-,-,-,-,0.5,1.3,2.0,1.8,3.7,1.6,3.5,3.3,6.4,5.7,,,20,0.1,1.0,0.6
20,,Bladder,-,-,-,-,-,-,-,-,0.3,-,0.8,1.2,1.9,1.6,1.7,11.1,14.5,32.1,,,21,0.0,1.3,0.6
21,,"Vagina, vulva and other female genital",-,-,-,-,-,-,-,-,-,0.6,0.4,0.6,1.9,1.6,4.4,1.1,3.2,7.5,,,22,0.0,0.6,0.4
22,,Thyroid gland,-,-,-,-,-,-,-,-,-,0.3,-,-,1.9,0.8,2.6,5.6,6.4,11.3,,,23,0.0,0.6,0.3
23,,Other endocrine glands,0.9,1.2,-,-,-,-,-,-,0.3,-,0.4,0.6,-,-,-,-,-,-,,,24,0.0,0.2,0.3
24,,Melanoma of skin,-,-,-,-,-,-,-,-,0.3,0.6,1.2,1.2,0.9,-,1.7,-,3.2,5.7,,,25,0.0,0.5,0.3
25,,Non-melanoma skin,-,-,-,-,-,-,0.3,-,-,-,-,-,-,2.5,-,2.2,6.4,7.5,,,26,0.0,0.4,0.2
26,,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,-,-,0.3,-,-,-,0.9,-,3.5,-,-,1.9,,,27,0.0,0.2,0.1
27,,Small intestine,-,-,-,-,-,-,-,-,0.3,0.3,-,-,-,-,0.9,2.2,3.2,7.5,,,28,0.0,0.3,0.1
28,,Larynx,-,-,-,-,-,-,-,-,-,-,0.4,-,-,0.8,0.9,1.1,-,-,,,29,0.0,0.1,0.1
29,,Thymus / other thoracic organs,-,-,-,-,-,-,-,-,0.3,0.3,-,-,-,-,-,-,1.6,3.8,,,30,0.0,0.1,0.1
30,,Hodgkin lymphoma,-,-,-,-,-,-,0.3,-,-,-,-,0.6,-,-,-,-,1.6,-,,,31,0.0,0.1,0.1
31,,Placenta,-,-,-,-,-,-,-,-,-,-,0.4,-,-,-,-,-,-,-,,,32,0.0,0.0,0.0
32,,Mesothelioma,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.9,,,33,-,0.0,0.0
33,,Other and unspecified,0.9,-,-,-,-,0.4,1.2,1.7,1.4,4.4,4.5,6.5,10.3,23.0,35.7,82.3,95.0,134.0,,,-,0.5,9.6,4.9
34,,All sites,2.7,2.9,1.5,0.9,4.2,8.8,14.7,24.7,40.8,75.4,120.8,162.9,206.9,373.9,565.8,739.7,"1,141.7","1,454.7",,,-,8.0,131.0,74.9
