,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
0,1,Lung,-,-,1,-,1,1,2,9,22,36,75,75,72,89,141,214,207,250,"1,195",24.2,,,,
1,2,Colorectum,-,-,-,-,-,-,1,4,13,29,37,43,51,48,65,117,121,177,706,14.3,,,,
2,3,Breast,-,-,-,-,-,-,7,16,39,58,65,78,53,26,32,38,39,57,508,10.3,,,,
3,4,Liver,-,-,-,-,-,3,2,3,9,9,27,28,18,31,57,71,61,64,383,7.8,,,,
4,5,Stomach,-,-,-,-,-,1,2,5,8,11,18,10,14,10,29,34,38,54,234,4.7,,,,
5,6,Pancreas,-,-,-,-,-,-,1,1,2,11,4,14,17,12,20,42,37,31,192,3.9,,,,
6,7,Ovary and peritoneum,-,-,-,-,2,-,-,6,8,24,29,23,15,8,13,18,25,10,181,3.7,,,,
7,8,Non-Hodgkin lymphoma,-,-,-,1,1,2,1,4,1,5,5,6,9,7,19,26,27,22,136,2.8,,,,
8,9,Leukaemia,-,1,-,1,-,3,5,5,3,6,12,10,6,12,14,15,19,19,131,2.7,,,,
9,10,Cervix,-,-,-,-,-,2,2,5,8,8,20,17,3,6,13,14,6,16,120,2.4,,,,
10,11,Nasopharynx,-,-,-,-,1,1,2,4,5,13,17,8,11,6,3,8,5,7,91,1.8,,,,
11,12,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,-,-,1,1,7,5,6,7,8,18,18,16,87,1.8,,,,
12,13,Oesophagus,-,-,-,-,-,-,-,-,-,-,3,7,3,3,6,15,19,17,73,1.5,,,,
13,14,Multiple myeloma,-,-,-,-,-,-,1,-,1,-,2,3,3,2,12,15,14,12,65,1.3,,,,
14,15,Kidney and other urinary organs except bladder,-,-,-,-,-,-,-,2,-,3,3,7,5,1,7,13,7,14,62,1.3,,,,
15,16,Bladder,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7,9,19,18,60,1.2,,,,
16,17,Corpus uteri,-,-,-,-,-,1,-,-,2,2,8,14,5,5,7,9,4,1,58,1.2,,,,
17,18,Brain and other central nervous system,-,6,2,1,2,1,1,1,3,4,6,7,3,2,3,4,-,-,46,0.9,,,,
18,19,"Lip, oral cavity and pharynx except nasopharynx",-,-,-,-,-,2,1,1,3,1,3,3,4,2,4,4,3,12,43,0.9,,,,
19,20,Bone and soft tissue,-,-,1,1,1,2,-,-,2,5,8,1,3,1,2,2,5,8,42,0.9,,,,
20,21,"Uterus, unspecified",-,-,-,-,-,-,-,-,1,2,3,-,4,8,3,3,5,5,34,0.7,,,,
21,22,"Vagina, vulva and other female genital",-,-,-,-,-,-,-,2,-,1,3,1,3,1,1,5,4,8,29,0.6,,,,
22,23,Thyroid gland,-,-,-,-,-,-,-,1,1,-,3,1,2,4,1,4,4,5,26,0.5,,,,
23,24,Small intestine,-,-,-,-,-,-,-,-,-,-,-,1,1,3,3,1,3,1,13,0.3,,,,
24,25,Melanoma of skin,-,-,-,-,-,-,-,-,-,-,3,-,2,1,1,1,-,3,11,0.2,,,,
25,25,Non-melanoma skin,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,9,11,0.2,,,,
26,27,Larynx,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,3,8,0.2,,,,
27,27,Thymus / other thoracic organs,-,-,-,-,-,-,-,-,-,2,-,1,2,-,-,2,-,1,8,0.2,,,,
28,29,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,1,-,-,4,0.1,,,,
29,30,Eye,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,3,0.1,,,,
30,31,Hodgkin lymphoma,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,0.0,,,,
31,32,Other endocrine glands,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.0,,,,
32,-,Other and unspecified,-,1,-,-,-,3,-,2,14,13,19,25,23,18,39,46,67,106,376,7.6,,,,
33,-,All sites,-,8,5,4,8,22,28,72,147,246,382,389,338,320,510,752,762,946,"4,939",100.0,,,,
0,,Lung,-,-,0.5,-,0.4,0.3,0.6,2.7,6.4,10.3,25.4,32.8,48.5,83.1,117.9,210.2,279.0,353.6,,,1,1.6,32.6,15.9
1,,Colorectum,-,-,-,-,-,-,0.3,1.2,3.8,8.3,12.5,18.8,34.3,44.8,54.3,114.9,163.1,250.4,,,2,0.9,19.2,9.2
2,,Breast,-,-,-,-,-,-,2.3,4.8,11.3,16.7,22.0,34.1,35.7,24.3,26.8,37.3,52.6,80.6,,,3,0.9,13.9,8.3
3,,Liver,-,-,-,-,-,1.0,0.6,0.9,2.6,2.6,9.1,12.2,12.1,28.9,47.7,69.7,82.2,90.5,,,4,0.6,10.4,5.3
4,,Stomach,-,-,-,-,-,0.3,0.6,1.5,2.3,3.2,6.1,4.4,9.4,9.3,24.2,33.4,51.2,76.4,,,5,0.3,6.4,3.1
5,,Ovary and peritoneum,-,-,-,-,0.8,-,-,1.8,2.3,6.9,9.8,10.0,10.1,7.5,10.9,17.7,33.7,14.1,,,6,0.3,4.9,2.9
6,,Pancreas,-,-,-,-,-,-,0.3,0.3,0.6,3.2,1.4,6.1,11.4,11.2,16.7,41.3,49.9,43.8,,,7,0.3,5.2,2.6
7,,Leukaemia,-,0.7,-,0.5,-,1.0,1.6,1.5,0.9,1.7,4.1,4.4,4.0,11.2,11.7,14.7,25.6,26.9,,,8,0.2,3.6,2.1
8,,Non-Hodgkin lymphoma,-,-,-,0.5,0.4,0.7,0.3,1.2,0.3,1.4,1.7,2.6,6.1,6.5,15.9,25.5,36.4,31.1,,,9,0.2,3.7,1.9
9,,Cervix,-,-,-,-,-,0.7,0.6,1.5,2.3,2.3,6.8,7.4,2.0,5.6,10.9,13.8,8.1,22.6,,,10,0.2,3.3,1.9
10,,Nasopharynx,-,-,-,-,0.4,0.3,0.6,1.2,1.5,3.7,5.7,3.5,7.4,5.6,2.5,7.9,6.7,9.9,,,11,0.2,2.5,1.6
11,,Brain and other central nervous system,-,4.5,1.0,0.5,0.8,0.3,0.3,0.3,0.9,1.1,2.0,3.1,2.0,1.9,2.5,3.9,-,-,,,12,0.1,1.3,1.3
12,,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,-,-,0.3,0.3,2.4,2.2,4.0,6.5,6.7,17.7,24.3,22.6,,,13,0.1,2.4,1.1
