,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
0,1,Lung,-,-,-,-,-,1,2,14,21,39,73,73,73,77,154,213,173,222,"1,135",24.1,,,,
1,2,Colorectum,-,-,-,-,-,2,2,1,13,33,45,44,34,56,93,101,118,163,705,15.0,,,,
2,3,Breast,-,-,-,-,-,-,6,13,48,54,68,57,42,23,49,27,35,41,463,9.8,,,,
3,4,Liver,-,-,-,-,-,-,-,3,9,10,11,20,23,40,58,84,61,68,387,8.2,,,,
4,5,Stomach,-,-,-,-,-,1,3,3,12,13,21,11,5,14,28,30,39,64,244,5.2,,,,
5,6,Pancreas,-,-,-,-,-,1,-,5,6,6,10,12,16,14,22,38,26,27,183,3.9,,,,
6,7,Non-Hodgkin lymphoma,-,-,-,-,1,-,1,4,3,7,8,8,9,13,17,25,20,27,143,3.0,,,,
7,8,Ovary and peritoneum,-,-,1,-,-,2,-,2,12,13,20,15,10,8,16,15,15,11,140,3.0,,,,
8,9,Cervix,-,-,-,-,-,-,3,5,9,11,14,18,3,12,11,14,18,15,133,2.8,,,,
9,10,Leukaemia,1,-,1,1,2,-,3,3,9,5,9,8,8,10,11,18,9,12,110,2.3,,,,
10,11,Nasopharynx,-,-,-,-,-,-,1,7,8,9,15,6,8,8,7,6,2,2,79,1.7,,,,
11,12,Oesophagus,-,-,-,-,-,-,-,-,1,-,1,5,3,7,9,12,12,26,76,1.6,,,,
12,12,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,-,-,-,3,2,6,4,7,9,9,15,21,76,1.6,,,,
13,14,Kidney and other urinary organs except bladder,-,-,-,-,-,-,-,-,1,3,-,8,2,8,9,10,12,16,69,1.5,,,,
14,15,Bladder,-,-,-,-,-,-,-,-,-,-,-,-,2,2,6,8,9,23,50,1.1,,,,
15,16,Corpus uteri,-,-,-,-,-,-,-,1,3,5,11,3,6,4,6,2,4,4,49,1.0,,,,
16,17,"Lip, oral cavity and pharynx except nasopharynx",-,-,-,-,-,-,-,1,-,2,1,1,3,3,7,6,13,11,48,1.0,,,,
17,18,Brain and other central nervous system,1,1,1,-,-,3,1,3,1,3,5,3,3,7,3,1,2,3,41,0.9,,,,
18,19,Multiple myeloma,-,-,-,-,-,-,-,-,-,1,2,2,5,3,3,9,9,6,40,0.8,,,,
19,20,Bone and soft tissue,1,1,1,1,1,1,3,-,-,2,7,4,3,4,2,4,-,4,39,0.8,,,,
20,21,"Uterus, unspecified",-,-,-,-,1,-,1,1,3,3,2,6,3,2,3,4,3,3,35,0.7,,,,
21,22,Thyroid gland,-,-,-,-,-,-,-,-,3,-,1,-,-,2,2,3,2,14,27,0.6,,,,
22,23,"Vagina, vulva and other female genital",-,-,-,-,-,-,-,-,-,2,3,1,1,1,2,3,3,7,23,0.5,,,,
23,24,Melanoma of skin,-,-,-,-,-,-,1,-,1,2,1,1,2,-,1,1,2,2,14,0.3,,,,
24,25,Small intestine,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,2,1,6,12,0.3,,,,
25,26,Larynx,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,3,1,-,6,0.1,,,,
26,26,Thymus / other thoracic organs,-,-,-,-,-,-,-,-,-,1,1,-,1,-,1,1,-,1,6,0.1,,,,
27,26,Hodgkin lymphoma,-,-,-,1,1,-,1,-,-,1,-,1,-,-,-,-,1,-,6,0.1,,,,
28,29,Other endocrine glands,-,-,1,-,-,-,-,-,-,1,-,1,-,-,-,1,-,1,5,0.1,,,,
29,30,"Nasal cavity, middle ear and accessory sinuses",-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,2,4,0.1,,,,
30,30,Mesothelioma,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,1,-,1,4,0.1,,,,
31,30,Non-melanoma skin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,4,0.1,,,,
32,33,Eye,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,0.0,,,,
33,-,Other and unspecified,-,-,-,1,1,1,1,4,8,6,20,22,12,33,37,56,68,80,350,7.4,,,,
34,-,All sites,3,2,5,4,7,13,29,71,172,237,352,336,282,358,569,707,674,886,"4,707",100.0,,,,
