,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
0,1,Lung,-,-,-,-,-,1,6,18,37,84,210,261,336,365,483,491,381,242,"2,915",21.0,,,,
1,2,Colorectum,-,-,-,1,6,8,10,27,51,112,200,244,282,270,357,436,297,192,"2,493",17.9,,,,
2,3,Prostate,-,-,-,-,-,-,-,-,1,10,24,91,172,262,337,324,177,94,"1,492",10.7,,,,
3,4,Liver,-,-,-,-,2,2,12,24,38,90,184,226,211,151,154,158,88,58,"1,398",10.1,,,,
4,5,Stomach,-,-,-,-,2,3,4,5,6,20,47,63,84,70,91,115,95,68,673,4.8,,,,
5,6,Nasopharynx,-,-,-,2,1,8,27,51,75,100,113,87,72,39,40,14,8,4,641,4.6,,,,
6,7,Non-Hodgkin lymphoma,1,-,1,5,2,5,8,8,16,20,48,42,63,55,67,57,37,13,448,3.2,,,,
7,8,Non-melanoma skin,-,-,-,-,1,2,2,10,15,27,22,27,34,33,54,49,54,56,386,2.8,,,,
8,9,Oesophagus,-,-,-,-,-,-,3,-,3,12,40,46,49,45,57,50,33,22,360,2.6,,,,
9,10,"Lip, oral cavity and pharynx except nasopharynx",-,-,-,-,1,4,4,6,12,33,36,62,47,40,32,37,25,12,351,2.5,,,,
10,11,Kidney and other urinary organs except bladder,-,-,-,-,-,-,2,7,16,26,39,40,56,26,33,36,21,14,316,2.3,,,,
11,12,Pancreas,-,-,-,-,1,1,1,2,5,10,25,21,38,33,51,47,33,22,290,2.1,,,,
12,13,Leukaemia,17,5,9,9,5,11,2,9,8,21,25,17,26,25,28,33,17,18,285,2.1,,,,
13,14,Bladder,-,-,-,-,-,-,-,-,1,3,8,16,16,26,45,60,62,39,276,2.0,,,,
14,15,Larynx,-,-,-,-,-,1,-,-,3,4,14,25,26,28,25,28,12,7,173,1.2,,,,
15,16,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,-,-,1,6,6,12,25,13,22,36,19,23,163,1.2,,,,
16,17,Bone and soft tissue,3,4,2,5,5,4,8,3,12,12,16,13,13,15,14,9,8,2,148,1.1,,,,
17,18,Thyroid gland,-,-,-,1,1,5,3,15,15,21,23,13,14,8,8,6,5,2,140,1.0,,,,
18,19,Multiple myeloma,-,-,-,-,-,-,1,1,2,5,3,16,20,17,19,26,12,10,132,0.9,,,,
19,20,Brain and other central nervous system,4,4,5,1,4,7,4,5,8,6,18,13,9,7,9,7,5,1,117,0.8,,,,
20,21,Testis,2,-,-,1,13,16,14,6,2,4,1,1,-,-,-,-,1,-,61,0.4,,,,
21,22,Small intestine,-,-,-,-,-,-,-,1,1,4,5,8,5,5,9,6,2,4,50,0.4,,,,
22,23,Thymus / other thoracic organs,-,-,3,3,1,2,2,1,2,6,-,7,3,3,-,6,1,1,41,0.3,,,,
23,24,Penis / other male genital,-,-,-,-,-,-,1,-,-,3,7,2,2,2,5,4,5,6,37,0.3,,,,
24,24,Hodgkin lymphoma,1,1,1,-,5,5,4,4,2,-,1,-,5,2,2,2,2,-,37,0.3,,,,
25,26,"Nasal cavity, middle ear and accessory sinuses",-,1,-,-,-,-,2,-,2,1,5,3,8,2,-,3,3,1,31,0.2,,,,
26,27,Melanoma of skin,-,-,-,-,-,-,-,1,1,3,-,7,5,-,3,2,2,1,25,0.2,,,,
27,28,Other endocrine glands,7,1,1,4,-,-,-,1,-,1,2,1,1,-,1,-,-,-,20,0.1,,,,
28,29,Mesothelioma,-,-,-,-,-,-,-,-,-,1,-,-,4,1,7,3,3,-,19,0.1,,,,
29,30,Breast,-,-,-,-,-,-,-,-,-,1,2,-,2,2,1,1,1,1,11,0.1,,,,
30,31,Eye,-,-,-,-,-,-,1,-,1,1,-,3,1,1,-,-,-,-,8,0.1,,,,
31,32,Kaposi sarcoma,-,-,-,-,1,-,2,-,1,-,-,1,-,-,-,-,-,-,5,0.0,,,,
32,-,Other and unspecified,-,-,-,1,1,-,2,3,6,12,21,22,37,35,48,64,55,52,359,2.6,,,,
33,-,All sites,35,16,22,33,52,85,125,208,343,659,"1,145","1,390","1,666","1,581","2,002","2,110","1,464",965,"13,901",100.0,,,,
0,,Lung,-,-,-,-,-,0.4,2.7,7.5,14.8,27.3,68.2,107.1,178.5,306.0,413.9,509.9,661.5,640.2,,,1,5.6,88.5,47.1
1,,Colorectum,-,-,-,0.5,2.7,3.5,4.5,11.3,20.4,36.4,65.0,100.1,149.8,226.3,305.9,452.8,515.6,507.9,,,2,4.6,75.7,40.7
2,,Liver,-,-,-,-,0.9,0.9,5.4,10.1,15.2,29.2,59.8,92.7,112.1,126.6,132.0,164.1,152.8,153.4,,,3,2.9,42.4,24.5
3,,Prostate,-,-,-,-,-,-,-,-,0.4,3.2,7.8,37.3,91.4,219.6,288.8,336.4,307.3,248.7,,,4,3.2,45.3,24.3
4,,Nasopharynx,-,-,-,0.9,0.5,3.5,12.1,21.4,30.0,32.5,36.7,35.7,38.3,32.7,34.3,14.5,13.9,10.6,,,5,1.4,19.5,12.9
5,,Stomach,-,-,-,-,0.9,1.3,1.8,2.1,2.4,6.5,15.3,25.9,44.6,58.7,78.0,119.4,164.9,179.9,,,6,1.2,20.4,10.8
6,,Non-Hodgkin lymphoma,0.8,-,0.6,2.3,0.9,2.2,3.6,3.4,6.4,6.5,15.6,17.2,33.5,46.1,57.4,59.2,64.2,34.4,,,7,1.0,13.6,8.2
7,,Leukaemia,13.7,3.8,5.0,4.1,2.3,4.8,0.9,3.8,3.2,6.8,8.1,7.0,13.8,21.0,24.0,34.3,29.5,47.6,,,8,0.6,8.7,7.4
8,,Non-melanoma skin,-,-,-,-,0.5,0.9,0.9,4.2,6.0,8.8,7.1,11.1,18.1,27.7,46.3,50.9,93.8,148.1,,,9,0.7,11.7,6.3
9,,"Lip, oral cavity and pharynx except nasopharynx",-,-,-,-,0.5,1.7,1.8,2.5,4.8,10.7,11.7,25.4,25.0,33.5,27.4,38.4,43.4,31.7,,,10,0.7,10.7,6.3
10,,Oesophagus,-,-,-,-,-,-,1.3,-,1.2,3.9,13.0,18.9,26.0,37.7,48.8,51.9,57.3,58.2,,,11,0.8,10.9,6.0
11,,Kidney and other urinary organs except bladder,-,-,-,-,-,-,0.9,2.9,6.4,8.4,12.7,16.4,29.8,21.8,28.3,37.4,36.5,37.0,,,12,0.6,9.6,5.6
12,,Pancreas,-,-,-,-,0.5,0.4,0.4,0.8,2.0,3.2,8.1,8.6,20.2,27.7,43.7,48.8,57.3,58.2,,,13,0.6,8.8,4.8
13,,Bladder,-,-,-,-,-,-,-,-,0.4,1.0,2.6,6.6,8.5,21.8,38.6,62.3,107.6,103.2,,,14,0.4,8.4,3.9
14,,Bone and soft tissue,2.4,3.1,1.1,2.3,2.3,1.7,3.6,1.3,4.8,3.9,5.2,5.3,6.9,12.6,12.0,9.3,13.9,5.3,,,15,0.3,4.5,3.6
15,,Brain and other central nervous system,3.2,3.1,2.8,0.5,1.8,3.0,1.8,2.1,3.2,1.9,5.8,5.3,4.8,5.9,7.7,7.3,8.7,2.6,,,16,0.3,3.6,3.1
16,,Larynx,-,-,-,-,-,0.4,-,-,1.2,1.3,4.5,10.3,13.8,23.5,21.4,29.1,20.8,18.5,,,17,0.4,5.3,3.0
17,,Thyroid gland,-,-,-,0.5,0.5,2.2,1.3,6.3,6.0,6.8,7.5,5.3,7.4,6.7,6.9,6.2,8.7,5.3,,,18,0.3,4.2,2.8
18,,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,-,-,0.4,1.9,1.9,4.9,13.3,10.9,18.9,37.4,33.0,60.8,,,19,0.3,4.9,2.5
19,,Multiple myeloma,-,-,-,-,-,-,0.4,0.4,0.8,1.6,1.0,6.6,10.6,14.2,16.3,27.0,20.8,26.5,,,20,0.3,4.0,2.2
20,,Testis,1.6,-,-,0.5,5.9,6.9,6.3,2.5,0.8,1.3,0.3,0.4,-,-,-,-,1.7,-,,,21,0.1,1.9,2.0
21,,Other endocrine glands,5.6,0.8,0.6,1.8,-,-,-,0.4,-,0.3,0.6,0.4,0.5,-,0.9,-,-,-,,,22,0.1,0.6,1.1
22,,Hodgkin lymphoma,0.8,0.8,0.6,-,2.3,2.2,1.8,1.7,0.8,-,0.3,-,2.7,1.7,1.7,2.1,3.5,-,,,23,0.1,1.1,1.1
23,,Thymus / other thoracic organs,-,-,1.7,1.4,0.5,0.9,0.9,0.4,0.8,1.9,-,2.9,1.6,2.5,-,6.2,1.7,2.6,,,24,0.1,1.2,1.0
24,,Small intestine,-,-,-,-,-,-,-,0.4,0.4,1.3,1.6,3.3,2.7,4.2,7.7,6.2,3.5,10.6,,,25,0.1,1.5,0.9
25,,"Nasal cavity, middle ear and accessory sinuses",-,0.8,-,-,-,-,0.9,-,0.8,0.3,1.6,1.2,4.3,1.7,-,3.1,5.2,2.6,,,26,0.1,0.9,0.6
26,,Penis / other male genital,-,-,-,-,-,-,0.4,-,-,1.0,2.3,0.8,1.1,1.7,4.3,4.2,8.7,15.9,,,27,0.1,1.1,0.6
27,,Melanoma of skin,-,-,-,-,-,-,-,0.4,0.4,1.0,-,2.9,2.7,-,2.6,2.1,3.5,2.6,,,28,0.0,0.8,0.4
28,,Mesothelioma,-,-,-,-,-,-,-,-,-,0.3,-,-,2.1,0.8,6.0,3.1,5.2,-,,,29,0.0,0.6,0.3
29,,Breast,-,-,-,-,-,-,-,-,-,0.3,0.6,-,1.1,1.7,0.9,1.0,1.7,2.6,,,30,0.0,0.3,0.2
30,,Eye,-,-,-,-,-,-,0.4,-,0.4,0.3,-,1.2,0.5,0.8,-,-,-,-,,,31,0.0,0.2,0.2
31,,Kaposi sarcoma,-,-,-,-,0.5,-,0.9,-,0.4,-,-,0.4,-,-,-,-,-,-,,,32,0.0,0.2,0.1
32,,Other and unspecified,-,-,-,0.5,0.5,-,0.9,1.3,2.4,3.9,6.8,9.0,19.7,29.3,41.1,66.5,95.5,137.6,,,-,0.6,10.9,5.6
33,,All sites,28.2,12.2,12.1,15.0,23.6,36.9,56.0,87.1,137.2,214.2,372.1,570.4,885.2,"1,325.2","1,715.5","2,191.1","2,541.7","2,552.9",,,-,27.5,422.0,239.8
