,Rank,Cancer type,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,"All
Ages","Rel.
freq.(%)","Rank
(ASR)",CR%74,"Crude
rate",ASR
0,1,Breast,-,-,-,-,5,17,71,175,335,553,491,347,318,156,152,154,127,113,"3,014",24.1,,,,
1,2,Colorectum,-,-,-,-,-,5,8,21,45,89,158,162,172,142,241,287,280,267,"1,877",15.0,,,,
2,3,Lung,-,-,-,-,-,1,10,11,35,78,136,146,154,140,181,242,218,213,"1,565",12.5,,,,
3,4,Corpus uteri,-,-,1,-,1,1,14,20,60,122,165,129,78,33,27,28,19,15,713,5.7,,,,
4,5,Thyroid gland,-,-,1,10,14,26,31,40,69,82,79,46,42,10,25,12,10,7,504,4.0,,,,
5,6,Ovary and peritoneum,-,-,1,8,16,15,24,21,55,70,72,58,36,32,13,23,12,12,468,3.7,,,,
6,7,Liver,4,-,-,-,2,2,5,7,7,15,28,40,57,48,63,68,65,54,465,3.7,,,,
7,8,Stomach,-,-,-,-,1,3,2,15,12,24,28,33,44,33,56,59,56,68,434,3.5,,,,
8,9,Non-melanoma skin,-,-,-,-,2,2,2,10,17,17,26,30,34,19,42,55,67,107,430,3.4,,,,
9,10,Cervix,-,-,-,-,-,5,26,32,47,59,47,44,28,21,25,23,20,23,400,3.2,,,,
10,11,Non-Hodgkin lymphoma,-,-,1,4,7,7,5,8,10,24,33,36,33,29,32,38,32,32,331,2.7,,,,
11,12,Pancreas,-,-,-,1,-,1,-,2,7,3,17,16,21,21,30,35,32,37,223,1.8,,,,
12,13,Nasopharynx,-,-,-,-,2,-,8,23,30,45,31,27,15,5,10,8,7,6,217,1.7,,,,
13,14,Leukaemia,11,6,6,3,6,2,8,12,10,14,18,19,13,10,14,17,15,19,203,1.6,,,,
14,15,"Lip, oral cavity and pharynx except nasopharynx",-,-,-,1,-,1,7,6,7,19,27,17,14,16,16,25,16,18,190,1.5,,,,
15,16,Gallbladder and extrahepatic bile duct,-,-,-,-,-,-,-,1,2,8,10,10,13,10,23,33,31,42,183,1.5,,,,
16,17,Kidney and other urinary organs except bladder,2,-,-,-,-,1,2,2,2,16,15,17,35,14,13,28,18,17,182,1.5,,,,
17,18,Bone and soft tissue,1,-,3,4,2,6,8,11,4,10,14,15,8,2,5,7,9,5,114,0.9,,,,
18,19,Bladder,-,-,-,-,-,-,-,1,1,-,6,2,10,7,12,17,25,25,106,0.8,,,,
19,20,Multiple myeloma,-,-,-,-,-,-,-,2,-,9,12,10,12,3,10,19,12,9,98,0.8,,,,
20,21,Brain and other central nervous system,1,8,-,3,3,-,3,9,4,13,11,7,7,3,5,7,6,5,95,0.8,,,,
21,22,Oesophagus,-,-,-,-,-,-,-,-,1,1,3,4,9,5,15,11,10,27,86,0.7,,,,
22,23,"Vagina, vulva and other female genital",-,-,-,-,-,1,1,5,3,2,3,2,3,5,8,8,8,11,60,0.5,,,,
23,24,Melanoma of skin,-,-,-,-,-,1,1,4,3,1,2,3,3,2,5,2,3,3,33,0.3,,,,
24,25,Small intestine,-,-,-,-,-,-,-,-,1,1,4,1,5,1,4,6,2,6,31,0.2,,,,
25,26,Thymus / other thoracic organs,-,-,-,-,-,1,1,2,4,1,5,5,5,1,1,2,1,1,30,0.2,,,,
26,26,Hodgkin lymphoma,-,-,2,2,5,6,1,2,4,3,1,-,2,-,-,-,1,1,30,0.2,,,,
27,28,"Nasal cavity, middle ear and accessory sinuses",-,-,1,-,-,1,1,1,1,3,-,2,2,2,5,3,4,2,28,0.2,,,,
28,29,Larynx,-,-,-,-,-,-,-,-,2,-,3,1,-,2,1,3,1,1,14,0.1,,,,
29,30,Other endocrine glands,3,-,-,-,-,1,-,-,1,2,-,1,1,-,-,-,-,-,9,0.1,,,,
30,31,Eye,3,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,1,-,6,0.0,,,,
31,32,Mesothelioma,-,-,-,-,1,-,-,-,-,1,1,-,-,1,-,-,-,-,4,0.0,,,,
32,33,"Uterus, unspecified",-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,2,0.0,,,,
33,33,Placenta,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,0.0,,,,
34,-,Other and unspecified,-,-,-,1,2,3,1,2,18,14,17,22,19,17,23,50,66,87,342,2.7,,,,
35,-,All sites,25,14,16,37,69,109,240,447,797,"1,300","1,463","1,252","1,194",790,"1,058","1,271","1,174","1,233","12,489",100.0,,,,
0,,Breast,-,-,-,-,2.2,5.6,22.5,52.7,101.5,154.5,154.5,140.3,170.2,145.3,130.0,143.7,159.5,141.8,,,1,5.4,80.8,50.5
1,,Colorectum,-,-,-,-,-,1.6,2.5,6.3,13.6,24.9,49.7,65.5,92.1,132.2,206.2,267.7,351.8,335.0,,,2,3.0,50.3,26.0
2,,Lung,-,-,-,-,-,0.3,3.2,3.3,10.6,21.8,42.8,59.0,82.4,130.4,154.8,225.7,273.9,267.3,,,3,2.5,42.0,22.1
